language	treebank	index	text	parser	uas	las
de	HDT	1574	Etwas moderater fällt die Reduzierung beim K6-III aus , der 400-MHz-Chip wird nun für 173 Dollar - 6 Prozent günstiger als zuvor - angeboten .	corenlp	0.4444444444444444	0.4074074074074074
de	HDT	1575	Die Athlon-Preise bleiben vorerst konstant .	corenlp	0.5714285714285714	0.42857142857142855
de	HDT	1576	Kalte Dusche für Intergraph	corenlp	1.0	1.0
de	HDT	1577	Im Juni sah es im Patentrechtsstreit gegen Intel für die klagende Firma Intergraph noch recht gut aus .	corenlp	0.9	0.85
de	HDT	1578	Da hatte Richer Nelson vom US District Court in Alabama befunden , dass die umstrittenen Clipper-Patente nicht mit in das Patentaustauschabkommen zwischen Intel und National einflössen .	corenlp	0.7931034482758621	0.7241379310344828
de	HDT	1579	Nun aber hat der Richter seine Meinung revidiert und in einem neuerlichen Beschluß geradewegs das Gegenteil verkündet .	corenlp	0.5555555555555556	0.5
de	HDT	1580	Damit wäre der vorgesehene Prozeß wegen Patentverletzung hinfällig .	corenlp	0.8888888888888888	0.8888888888888888
de	HDT	1581	Intergraph hat bereits verlauten lassen , gegen das Urteil Berufung einlegen zu wollen , doch werden die Chancen dafür allgemein nicht sehr hoch eingeschätzt .	corenlp	0.48	0.44
de	HDT	1582	Nicht betroffen von diesem Urteil ist allerdings die Klage gegen Intel wegen Machtmißbrauchs und Wettbewerbsverzerrung .	corenlp	0.9375	0.75
de	HDT	1583	Von diesem für den 12. Juni 2000 terminierten Verfahren erhofft sich Intergraph , einen großen Batzen an Schadenersatz zugesprochen zu bekommen .	corenlp	0.5333333333333333	0.4444444444444444
de	HDT	1584	Intels Rambus-Problem angeblich gelöst	corenlp	0.4	0.4
de	HDT	1585	Laut Forbes hat Intel den Grund der Probleme im Zusammenspiel des Camino-Chipsatzes ( 820 ) mit den Rambus-Modulen nun aufgespürt und eine Abhilfe gefunden .	corenlp	0.7142857142857143	0.7142857142857143
de	HDT	1586	Letzteres hätte eine erheblich längere Verzögerung bedeutet , so aber könnte die offizielle Camino-Vorstellung doch noch dieses Jahr stattfinden .	corenlp	0.6666666666666666	0.6190476190476191
de	HDT	1587	Möglicherweise erfordern die bereits gefertigten Boards sogar nur eine Nachbesserung .	corenlp	0.9090909090909091	0.8181818181818182
de	HDT	1588	Der für Server vorgesehene Carmel-Chipsatz ( 840 ) , mit zwei Rambus-Kanälen doppelt so schnell wie der Camino , sei von dem Layout-Problem ohnehin nicht betroffen , so das Magazin .	corenlp	0.4117647058823529	0.29411764705882354
de	HDT	1589	Er solle termingerecht gegen Ende Oktober 99 herauskommen .	corenlp	1.0	0.8888888888888888
de	HDT	1590	Revolutionäres x86-Design	corenlp	0.0	0.0
de	HDT	1591	Der geheimnisvolle x86-Neuling Transmeta mußte den Schleier um sein revolutionäres Design leicht lüften , denn nun wurde das erste Patent von Transmeta bekannt .	corenlp	0.5306122448979592	0.4897959183673469
de	HDT	1592	Eingereicht hatte Transmeta das Patent bereits im August 1996 .	corenlp	0.6363636363636364	0.6363636363636364
de	HDT	1593	Nun hat das US Patent Office das Patent zuerkannt und am 3. November veröffentlicht .	corenlp	0.42424242424242425	0.36363636363636365
de	HDT	1594	"Der Titel des Patentschrift beinhaltet zwar nur einen "" Memory controller for a microprocessor for detecting a failure of speculation on the physical nature of a component being addressed "" , doch unter den ingesamt 21 einzelnen "" Claims "" sollen auch solche sein , die sich mit der Frage beschäftigen , wie man einen Strom von x86-Instruktionen in parallel ausführbare VLIW-Instruktionen ( Very Long Instruction Word ) umsetzt ."	corenlp	0.4583333333333333	0.3888888888888889
de	HDT	1595	Fachleute schätzen , daß die Performance solch eines Designs diejenige einer Intel-CPU bei weitem übersteigen könnte .	corenlp	0.7647058823529411	0.5882352941176471
de	HDT	1596	Finanzspritze für Alpha-Prozessoren	corenlp	0.25	0.25
de	HDT	1597	Samsung als Hauptproduzent der in Lizenzbau gefertigten Alpha-Prozessoren will davon 200 Millionen Dollar in eine neue Herstellungstechnologie investieren , die schnellere Chips ermöglicht .	corenlp	0.72	0.6
de	HDT	1598	Hier stehen 0,18-µm-Strukturen und der Wechsel auf den Kupferprozess an .	corenlp	0.6666666666666666	0.6666666666666666
de	HDT	1599	Die mehrheitlich zu Samsung gehörende Tochter Alpha Processors Inc ( API ) erhält ferner das Recht , das Alpha-Design für andere Bereiche zu adaptieren , insbesondere für Netzwerkzwecke	corenlp	0.7241379310344828	0.6206896551724138
de	HDT	1600	Nachdem sich Compaq von Windows NT als Betriebssystem für Alpha-Systeme verabschiedet hat , rückt jetzt immer stärker Linux in den Mittelpunkt .	corenlp	0.6086956521739131	0.5217391304347826
de	HDT	1601	So soll auch ein Teil des Betrags in einen Fonds fließen , der Linux-Entwicklern anreizen soll , für Alpha zu entwickeln .	corenlp	0.6521739130434783	0.6521739130434783
de	HDT	1602	AMD steigert Gewinn	corenlp	1.0	1.0
de	HDT	1603	Mit 22,2 Millionen Dollar Gewinn erzielte AMD das besten Quartalsergebnis ( Q4/98 ) seit fast drei Jahren .	corenlp	0.9444444444444444	0.9444444444444444
de	HDT	1604	Das Vorquartal Q3/98 war mit 1 Million Dollar Gewinn gerade so eben im schwarzen Bereich , davor waren heftige Verluste zu beklagen .	corenlp	0.625	0.5416666666666666
de	HDT	1605	Den Quartalsumsatz konnte AMD auf 789 Millionen Dollar steigern , 15 Prozent über Q3/98 und 29 Prozent über dem Vergleichsquartal Q4/97 im Vorjahr .	corenlp	0.72	0.72
de	HDT	1606	Gegenüber 1997 konnte AMD jedoch den Marktanteil ihrer Prozessoren auf 16 Prozent verdoppeln , mit steigender Tendenz .	corenlp	0.9444444444444444	0.8888888888888888
de	HDT	1607	Allerdings wird die nächste Prozessorgeneration , der K6-3 , wohl erst später als geplant gegen Mitte 1999 auf den Markt kommen , so daß Intel verlorengegangenes Terrain möglicherweise wieder zurückgewinnen kann .	corenlp	0.90625	0.875
de	HDT	1608	Intergraph unterliegt erneut gegen Intel	corenlp	1.0	1.0
de	HDT	1609	Intels Maßnahme , Intergraph wegen eines Rechtsstreits vom Beta-Programm ( Versorgung mit Dokumentationen und Prototypen ) auszuschließen , war kein Verstoß gegen die amerikanischen Anti-Trust-Gesetze .	corenlp	0.4666666666666667	0.43333333333333335
de	HDT	1610	Das stellte jetzt das Distriktsgericht in Birmingham , Alabama , in einem Urteil fest und wies damit Intergraphs Klage gegen Intel wegen Wettbewerbsverzerrung und Machtmissbrauchs zurück .	corenlp	0.8518518518518519	0.7777777777777778
de	HDT	1611	Diese Entscheidung war allgemein erwartet worden , nachdem bereits im November 99 das Berufungsgericht in Washington entsprechend geurteilt und eine Einstweilige Verfügung gegen Intel aufgehoben hatte .	corenlp	0.8571428571428571	0.7857142857142857
de	HDT	1612	Offen bleibt aber noch die Entscheidung im weiterhin anhängigen Verfahren gegen Intel wegen Patentrechtsverletzung .	corenlp	0.5625	0.5625
de	HDT	1613	Der Prozess in dieser Sache ist für den 12. Juni angesetzt ;	corenlp	0.88	0.88
de	HDT	1614	Intergraph hat jedoch unterdessen um Verschiebung gebeten , um sich besser darauf vorbereiten zu können .	corenlp	0.875	0.8125
de	HDT	1615	AMD korrigiert Benchmarkangaben	corenlp	1.0	1.0
de	HDT	1616	Nachdem c't die Korrektheit der Angaben über das den Benchmarks für den 1-GHz-Athlon zugrundeliegende Testsystem bezweifelt hatte , räumte der Leiter der AMD-Benchmarkabteilung , Brett Jacobs , ein , dass versehentlich PC100-SDRAM statt des schnelleren 133-MHz-Virtual-Channel angegeben wurde .	corenlp	0.46511627906976744	0.3953488372093023
de	HDT	1617	Die Web-Site wurde daraufhin umgehend korrigiert .	corenlp	0.625	0.625
de	HDT	1618	Auch ein Blick auf Intels Vtune-Seite straft diese Behauptung sofort Lügen :	corenlp	0.6923076923076923	0.6923076923076923
de	HDT	1619	Dort kann man bereits seit etwa vier Wochen Vtune 4.5 ordern oder eine 30-Tage-Version downloaden .	corenlp	0.7777777777777778	0.7777777777777778
de	HDT	1620	Bleibt außerdem noch das auf nämlicher Web-Site erwähnte ASUS-7VX-Board , das ASUS selbst unbekannt ist .	corenlp	0.2777777777777778	0.2222222222222222
de	HDT	1621	Wahrscheinlich handelt es sich um das K7V-RM , mit dem auch die ausgelieferten Testsysteme bestückt sind .	corenlp	0.8823529411764706	0.8823529411764706
de	HDT	1622	Dagegen spricht allerdings , dass sich auf dem K7V-RM ( Rev 1.03 ) eine ältere Version des VIA-KX133-Chipsatzes befindet , mit dem sich im c't-Labor die von AMD veröffentlichten SPEC-Benchmarkwerte für 1-GHz-Athlon nicht erzielen ließen ( 27,9 statt 29,4 für SPECfp95base ) .	corenlp	0.5833333333333334	0.5416666666666666
de	HDT	1623	Bei Boards mit neueren Chipsatz-Versionen ließen sich hingegen die AMD-Werte reproduzieren - sie liefen allerdings mit dem 1-GHz-Athlon nicht stabil .	corenlp	0.25	0.25
de	HDT	1624	National Semiconductor wieder mit gutem Gewinn	corenlp	0.8333333333333334	0.8333333333333334
de	HDT	1625	Nach dem Verkauf von Cyrix an VIA im September 1999 geht es weiter aufwärts mit National Semiconductor .	corenlp	0.7368421052631579	0.7368421052631579
de	HDT	1626	Nachdem die kalifornische Halbleiterfirma bereits das vorige Quartal mit 70 Millionen US-Dollar Gewinn ( 37 Cents pro Aktie ) abschloss , konnte sie die Bilanz im dritten Quartal , das am 28. 2. 2000 endete , auf gut 100 Millionen US-Dollar Gewinn ( 51 Cent pro Aktie ) steigern .	corenlp	0.6422018348623854	0.6055045871559633
de	HDT	1627	Der Umsatz liegt bei 550 Millionen US-Dollar .	corenlp	0.5555555555555556	0.5555555555555556
de	HDT	1628	Im gleichen Quartal des Vorjahres musste National noch 40 Millionen US-Dollar Verlust einstecken .	corenlp	0.6875	0.6875
de	HDT	1629	Zu dem Gewinn kommt außerdem noch eine Summe von insgesamt 228 Millionen US-Dollar aus einmaligen Einkünften hinzu , die im Wesentlichen aus dem Verkauf der Fairchild-Anteile für 222,3 Millionen US-Dollar resultiert .	corenlp	0.5555555555555556	0.5555555555555556
de	HDT	1630	Infineon :	corenlp	1.0	1.0
de	HDT	1631	Noch lange kein Ende der Fahnenstange	corenlp	0.8333333333333334	0.6666666666666666
de	HDT	1632	Die vielzitierten physikalischen Grenzen der Chipherstellung werden nach Forschungsergebnissen von Infineon so bald noch nicht erreicht .	corenlp	0.8235294117647058	0.8235294117647058
de	HDT	1633	"Mindestens noch zehn bis dreizehn Jahre könne man die Baueelemente auf integrierten Schaltungen weiter so schrumpfen wie bisher - laut Infineon funktioniert die aktuelle "" Verdrahtungstechnik "" ( Damaszene-Verfahren ) auch noch mit nur 40 bis 50 nm schmalen Leitungen ."	corenlp	0.5238095238095238	0.42857142857142855
de	HDT	1634	Mit heutiger Belichtungstechnik lassen sich solch feine Strukturen allerdings noch nicht herstellen .	corenlp	0.7692307692307693	0.7692307692307693
de	HDT	1635	Intels Easy PC versteckt MS-DOS	corenlp	0.4	0.4
de	HDT	1636	"Mit der Initiative "" Easy PC "" wollen Intel und Microsoft den Heim-PC neu erfinden ."	corenlp	1.0	0.9375
de	HDT	1637	Abseits von Design-Studien machen sich die Hersteller jetzt auch zur Benutzerführung Gedanken .	corenlp	0.3333333333333333	0.26666666666666666
de	HDT	1638	Einige Easy PCs sollen bereits 10 Minuten nach dem Auspacken einen Start der vorinstallierten Anwendungen ermöglichen .	corenlp	0.6470588235294118	0.6470588235294118
de	HDT	1639	Dazu ist freilich ein funktionierendes ACPI notwendig , das mit neuem BIOS und der zweiten Version von Windows 98 Realität werden soll .	corenlp	0.7391304347826086	0.6956521739130435
de	HDT	1640	BIOS-Meldungen beim Start ebenso wie MS-DOS-Eingabeaufforderung sind beim Easy PC tabu - diese gelte es , solange die Consumer Edition von Windows 2000 noch nicht vorliegt , vor dem Erstkäufer eines PC zu verstecken , so Intel in einer Präsentation zum Easy PC .	corenlp	0.5918367346938775	0.5102040816326531
de	HDT	1641	Auf Hardware-Seite sollen die ersten Easy PCs noch zum Weihnachtsgeschäft in den Handel kommen .	corenlp	0.7647058823529411	0.7647058823529411
de	HDT	1642	Sie basieren auf dem neuen Motherboard-Format FlexATX und verfügen außer DIMM-Slots intern über keinerlei Erweiterungsmöglichkeiten .	corenlp	0.4444444444444444	0.3888888888888889
de	HDT	1643	Aber laut Intel öffnen ohnehin nur 15 Prozent aller privaten PC-Käufer in den USA das Gehäuse .	corenlp	0.7222222222222222	0.7222222222222222
de	HDT	1644	Antiquitäten wie serielle und parallele Schnittstellen , und sogar PS/2 und MIDI sollen nur noch intern vorliegen , aber nicht mehr als Anschlüsse nach außen geführt werden .	corenlp	0.8928571428571429	0.8571428571428571
de	HDT	1645	Als Alternative empfiehlt Intel den USB , wofür den OEMs gleich vier Buchsen nahegelegt werden .	corenlp	0.875	0.75
de	HDT	1646	Dafür verzichtet der Easy PC dann auch auf ein Diskettenlaufwerk .	corenlp	1.0	0.8181818181818182
de	HDT	1647	Als Zielgruppe sehen Intel und Microsoft vor allem Erstkäufer .	corenlp	1.0	1.0
de	HDT	1648	Diese Kunden wollten vor allem ins Internet .	corenlp	0.8888888888888888	0.8888888888888888
de	HDT	1649	Bis Jahresende erwartet man in den USA zwei Millionen Kunden , die per Kabelmodem oder DSL surfen wollen .	corenlp	0.8947368421052632	0.8947368421052632
de	HDT	1650	Diese Kundschaft sei auch bereit , etwas mehr für die durch Design-Gehäuse etwas teureren Easy PCs zu bezahlen .	corenlp	0.8	0.75
de	HDT	1651	Neue Prozeßtechnologie für Intels Mobil-Prozessoren	corenlp	0.3333333333333333	0.3333333333333333
de	HDT	1652	Die beiden heute von Intel vorgestellten 400-MHz-Versionen des Mobile Pentium II ( Dixon ) und des Mobile Celeron glänzen weniger durch ihre etwa 10 Prozent höhere Performance gegenüber den Vorgängern , als vielmehr durch das Einläuten einer neuen Herstellungs-Ära .	corenlp	0.5714285714285714	0.47619047619047616
de	HDT	1653	Zum einen sind sie nun auch in deutlich kleinerem Gehäuse ( Mini-BGA ) erhältlich , doch die wohl wichtigste Neuerung : ein Teil der 400-MHz-Dixon-Prozessoren wird im 0,18-µm-Prozeß gefertigt .	corenlp	0.6666666666666666	0.6086956521739131
de	HDT	1654	Damit hat Intel mal wieder die Spitzenreiterrolle bei der Einführung neuester Prozeßtechnologie für Prozessoren inne .	corenlp	0.5	0.5
de	HDT	1655	Auf eine Siliziumscheibe ( Wafer ) passen hier fast doppelt so viele Chips ( Dies ) wie beim herkömmlichen 0,25-µm-Prozeß , was die Herstellungkosten drastisch reduziert .	corenlp	0.7241379310344828	0.6896551724137931
de	HDT	1656	Außerdem verbrauchen kleinere Chips deutlich weniger Strom .	corenlp	1.0	0.875
de	HDT	1657	So liegt die maximale Verlustleistung beim 400-MHz-0,18-µm-Prozessor mit knapp 10 W um 30 Prozent unter der eines 366-MHz-0,25-µm-Prozessors .	corenlp	0.5909090909090909	0.5909090909090909
de	HDT	1658	Laut einer Intel-Pressemeldung soll es den 400-MHz-Dixon in zwei Ausführungen geben : mit 0,18 µm und 0,25 µm .	corenlp	0.6666666666666666	0.6666666666666666
de	HDT	1659	Letzterer war wohl ursprünglich gar nicht vorgesehen und ist auch in Intels Datenbuch nicht spezifiziert .	corenlp	0.6875	0.5625
de	HDT	1660	Seine maximale Verlustleistung dürfte bei 14,5 W liegen , Käufer sollten also darauf achten , welche Version sie für 530 Dollar ( OEM-Preis für BGA/PGA ab 1000 Stück ) erhalten .	corenlp	0.78125	0.6875
de	HDT	1661	Der nur unwesentlich langsamere 400 MHz Mobile Celeron ( 13,8 W ) ist demgegenüber mit 187 Dollar geradezu ein Schnäppchen .	corenlp	1.0	0.9523809523809523
de	HDT	1662	Intel :	corenlp	1.0	1.0
de	HDT	1663	Merced-Design ist fertig	corenlp	0.5	0.5
de	HDT	1664	"Intel meldet "" Tape out "" des 64bittigen Merced-Processors , also die Fertigstellung des logischen Designs , das nun auf "" Band "" an die Fertigung geschickt wird ."	corenlp	0.7666666666666667	0.7666666666666667
de	HDT	1665	So nichts schiefgeht , kann man in etwa zwei Monaten mit dem ersten Silizium rechnen .	corenlp	1.0	0.875
de	HDT	1666	""" Wir werden planmäßig noch in diesem Quartal die ersten Prototypen ausliefern "" , freut sich Intels General Manager Paul Otellini ."	corenlp	0.5909090909090909	0.45454545454545453
de	HDT	1667	"Laut "" Microprocessor Report "" hätten allerdings schon im Juni die ersten Prototypen erscheinen sollen ."	corenlp	1.0	0.9411764705882353
de	HDT	1668	Intel weiter auf Einkaufstour	corenlp	0.75	0.75
de	HDT	1669	Vor zwei Wochen kaufte Intel die Netzwerkfirma Trillium für 300 Millionen Dollar , vorige Woche den Telekom-Ausrüster DataKinetics - und diese Woche begann mit dem Einkauf von Ziatech .	corenlp	0.7	0.6333333333333333
de	HDT	1670	Die Firma ist schon seit 24 Jahren im Bereich Embbeded Systems tätig .	corenlp	1.0	0.8571428571428571
de	HDT	1671	240 Millionen US-Dollar war Intel die kalifornische Ziatech Corporation mit ihren 200 Mitarbeitern wert .	corenlp	0.75	0.625
de	HDT	1672	Ziatech nimmt für sich in Anspruch , als erste Firma schon 1983 Embedded-Systeme unter PCDOS auf den Markt gebracht zu haben .	corenlp	0.7391304347826086	0.6956521739130435
de	HDT	1673	Später war Ziatech die treibende Kraft zur Entwicklung und Standardisierung industrietauglicher Bus-Systeme wie STD32 und insbesondere CompactPCI , einer robusteren PCI-Ausführung .	corenlp	0.64	0.64
de	HDT	1674	"Heutzutage gehören anwenderorientierte Lösungen ( "" applied computing "" ) für Telekommunikation und Internet zu den Kernbereichen , mit Pentium-III-Systemen in stabilen 19-Zoll-Racks und mit CompactPCI ."	corenlp	0.6557377049180327	0.6229508196721312
de	HDT	1675	Intel-Software beschleunigt Anwendungen	corenlp	0.5	0.5
de	HDT	1676	Auch ohne schnelleren Prozessor kann man mit geeigneten Treibern Windows deutlich beschleunigen .	corenlp	0.9230769230769231	0.9230769230769231
de	HDT	1677	Für ein Prozessorhaus ist das eigentlich kontraproduktiv , dennoch bietet Intel mit dem Application Accelerator ( IAA ) jetzt einen neuen Satz von Treibern für alle Windows-Versionen ( ab Win 98 ) zum Download an , der das Laden des Betriebssystemes und diverser Anwendungen beschleunigen , sowie schnelleren Disk-I/O - etwa bei Spielen - und vor allem Optimierungen für den Pentium 4 bieten soll .	corenlp	0.6567164179104478	0.6268656716417911
de	HDT	1678	Intels Festplattentreiber unterstützt darüber hinaus auch Platten jenseits der 137-GByte-Grenze .	corenlp	0.5833333333333334	0.5
de	HDT	1679	Der Pferdefuß dabei ist , dass die Software lediglich mit Boards mit Intel-Chipsätzen der 8xx-Generation zusammenspielt .	corenlp	0.5789473684210527	0.5789473684210527
de	HDT	1680	Hierzu sind entsprechende Chipsatztreiber zu laden .	corenlp	1.0	0.7142857142857143
de	HDT	1681	Solche Beschleunigungssoftware hat Intel schon seit 1997 im Programm .	corenlp	0.9090909090909091	0.7272727272727273
de	HDT	1682	"Früher dienten sie nur dem schnellen Laden von Anwendungen und trugen daher den Namen "" Intel Application Launch Accelerator IALA "" ."	corenlp	1.0	0.9545454545454546
de	HDT	1683	IALA konnte damals unter Windows 98 die Ladezeit von Word , Excel oder Powerpoint auf weniger als ein Drittel senken .	corenlp	0.9523809523809523	0.8095238095238095
de	HDT	1684	Hyundai wächst zum DRAM-Giganten	corenlp	0.3333333333333333	0.3333333333333333
de	HDT	1685	"Nun ist das "" Merging "" der Halbleiterabteilungen der beiden südkoreanischen Firmen LG und Hyundai endgültig unter Dach und Fach ."	corenlp	0.6666666666666666	0.6190476190476191
de	HDT	1686	Der auf Druck der südkoreanischen Regierung nach langem Hin und Her zustande gekommende Einigungsvertrag , wonach Hyundai für 2,1 Milliarden Dollar 59 Prozent von LG Semicon übernimmt , datiert zwar bereits vom 20. Mai , doch es dauerte fast ein halbes Jahr , bis er rechtlich vollzogen war .	corenlp	0.7920792079207921	0.7326732673267327
de	HDT	1687	"Nun fand die Vereinigung unter dem Namen Hyundai Microelectronics statt , die sich als "" Halbleitergruppe der Hyundai Electronics Industrie Co. , Ltd "" versteht ."	corenlp	0.5384615384615384	0.4230769230769231
de	HDT	1688	Absoluter Schwerpunkt ist die DRAM-Herstellung , wo Hyundai Microelectronics mit mehr als 20 Prozent des Weltmarkes nun zum Marktführer und heimischen Konkurrenten Samsung aufschließt oder ihn sogar knapp überholt .	corenlp	0.71875	0.65625
de	HDT	1689	Hyundais insgesamt nunmehr elf Fabriken haben eine Fertigungskapazität von gut 300.000 Waferstarts pro Monat .	corenlp	0.8	0.8
de	HDT	1690	Verstärkt sollen in Zukunft aber auch SRAMs , Flashes und Nicht-DRAM-Halbleiter die DRAM-Monokultur ergänzen .	corenlp	0.5714285714285714	0.5142857142857142
de	HDT	1691	Coppermines jetzt etwas billiger	corenlp	0.25	0.25
de	HDT	1692	Allerdings sind die Preisreduzierungen im High-End mit rund drei Prozent vergleichsweise bescheiden ausgefallen .	corenlp	0.6875	0.5625
de	HDT	1693	Nur der Pentium-III mit 533 MHz ragt mit 7 Prozent Senkung etwas stärker heraus .	corenlp	0.9333333333333333	0.9333333333333333
de	HDT	1694	Nebenbei verlautete , dass Intel möglicherweise die eigentlich erst für Mitte Januar geplante Vorstellung der 750- und 800-MHz-Prozessoren auf kurz vor Weihnachten vorziehen will .	corenlp	0.49056603773584906	0.4528301886792453
de	HDT	1695	Pentium III Coppermine-Xeon	corenlp	0.5	0.25
de	HDT	1696	Pentium III/Coppermine	corenlp	1.0	0.5
de	HDT	1697	( alle Preise : OEM-Preise ab 1000 Stück in US-Dollar )	corenlp	0.5384615384615384	0.5384615384615384
de	HDT	1698	MMX2 für Intel only	corenlp	1.0	1.0
de	HDT	1699	Einen Tag nach der Ankündigung der amerikanischen Kartell-Behörde , Intel keine Stolpersteine mehr bei der Übernahme von Chips & Technologies in den Weg zu legen , hat Intel den weiteren Weg im Chip-Busineß skizziert .	corenlp	0.6052631578947368	0.5789473684210527
de	HDT	1700	Vor allem im Grafik-Bereich will sich der Chip-Riese verstärkt engagieren - und kaufte schon mal 20 Prozent von 3D Real Inc ein , einem Spin-off der Lockheed Martin Corporation , die gemeinsam mit Intel den 3-D-Grafikprozessor i740 entwickelte .	corenlp	0.5681818181818182	0.5227272727272727
de	HDT	1701	Ferner will Intel anders als bei MMX die Spezifikation der etwa 70 Befehle von MMX2 nicht frei zugänglich machen , sondern nur proprietär nutzen .	corenlp	0.68	0.6
de	HDT	1702	MMX2 ist eine wesentlich verbesserte Version der Multimedia-Erweiterung MMX und soll in die nächste Pentium-II-Generation ( Codename Katmai ) eingebaut werden .	corenlp	0.5833333333333334	0.5416666666666666
de	HDT	1703	Katmai ist für die erste Jahreshälfte 1999 geplant , man rechnet mit Taktraten um 500 MHz .	corenlp	0.8823529411764706	0.7647058823529411
de	HDT	1704	Intels Konkurrenz AMD , Cyrix und IDT haben eigene MMX-Erweiterungen entwickelt und sich bislang noch nicht auf einen gemeinsamen Standard einigen können .	corenlp	0.6666666666666666	0.5416666666666666
de	HDT	1705	"Microsofts General Manager Carl Stork hat derweil jedoch zugesichert , alle "" Rival Instruction Sets "" würden unterstützt ."	corenlp	0.6842105263157895	0.5263157894736842
de	HDT	1706	Jede Menge PowerPCs	corenlp	1.0	0.6666666666666666
de	HDT	1707	"IBM und Motorola haben für dieses Jahr noch eine Fülle verschiedener PowerPC-Versionen in petto - darunter auch den totgesagten 64bittigen PPC620 , der in modifizierter Form mit "" mindestens "" 180 MHz im Oktober doch noch das Licht der Welt erblicken soll ."	corenlp	0.6222222222222222	0.6222222222222222
de	HDT	1708	"Bereits im April wird "" Wild Cat "" erwartet , ein für Serverbetrieb optimierter PowerPC 604 mit größeren Caches und einer Busbandbreite von über 2 GByte/s ."	corenlp	0.7857142857142857	0.7142857142857143
de	HDT	1709	Im Herbst sollen noch deutlich schnellere Versionen folgen .	corenlp	0.9	0.8
de	HDT	1710	"Bei "" nur "" 125 MHz Takt will IBM eine Busbandbreite von 5 GByte/s erzielen ."	corenlp	0.6875	0.6875
de	HDT	1711	Für Desktops sind PowerPCs 603e mit 300 MHz Takt und mehr in der Queue , hier wird Juni als Vorstellungstermin genannt .	corenlp	0.5454545454545454	0.5
de	HDT	1712	HP :	corenlp	1.0	1.0
de	HDT	1713	Bildbearbeitung im System	corenlp	1.0	1.0
de	HDT	1714	Ein neues Digital-Foto-Komplettsystem für den Heim- und semiprofessionellen Anwender präsentierte HP auf der CeBIT .	corenlp	0.22857142857142856	0.22857142857142856
de	HDT	1715	Es besteht aus drei Bausteinen :	corenlp	1.0	0.8333333333333334
de	HDT	1716	Die Software steuerte Microsoft bei :	corenlp	1.0	0.6666666666666666
de	HDT	1717	Schließlich soll auch die Preisgestaltung der angepeilten Zielgruppe entsprechen : keiner der Bausteine wird laut HP mehr als 1000 Mark kosten .	corenlp	0.9090909090909091	0.7727272727272727
de	HDT	1718	Die Geräte sollen ab Spätsommer lieferbar sein .	corenlp	1.0	0.875
de	HDT	1719	Intel agiert gegen Chipfälschung	corenlp	1.0	1.0
de	HDT	1720	Jahre hat es gedauert , nun endlich hat der Chip-Riese Intel auf die Forderungen von c't und anderen reagiert und in die Prozessoren eine - hoffentlich sichere - Methode gegen Chipfälschungen eingebaut .	corenlp	0.35294117647058826	0.3235294117647059
de	HDT	1721	Ab dem Pentium III weisen nun die Prozessoren eine per Software auslesbare Kennung auf , die die freigegebene maximale Prozessorfrequenz festlegt .	corenlp	0.9090909090909091	0.8181818181818182
de	HDT	1722	Stellt das Tool eine Übertaktung fest , so weist eine Empfehlung auf Risiken der Übertaktung hin .	corenlp	1.0	0.8823529411764706
de	HDT	1723	Das Tool ist in vielen Sprachen , unter anderem in Deutsch erhältlich - nur , daß der Übersetzer das CPU Stepping mit CPU-Stufen übersetzte , dürfte bei vielen Anwendern Rätsel aufwerfen .	corenlp	0.45454545454545453	0.3333333333333333
de	HDT	1724	Athlon Nummer 1 bei Einzelhändlern	corenlp	0.6	0.4
de	HDT	1725	Nach einer im Auftrag der FAZ von der Firma TechConsult GmbH durchgeführten Umfrage unter 50 Fachhändlern erreichen PCs mit 700-MHz-Prozessoren des Typs AMD Athlon derzeit mit 16 Prozent den höchsten Marktanteil .	corenlp	0.7941176470588235	0.7058823529411765
de	HDT	1726	An zweiter Position liegen Systeme mit Athlon 800 ( 13 Prozent ) .	corenlp	0.9230769230769231	0.8461538461538461
de	HDT	1727	Weit abgeschlagen folgt das erste Pentium-III-System ( 700 MHz ) mit nur 8 Prozent vor etlichen anderen Pentium-III-Konfigurationen .	corenlp	0.45454545454545453	0.4090909090909091
de	HDT	1728	Nachzulesen ist das Umfrageergebnis im Marktspiegel Technik der FAZ vom 12. September 2000 .	corenlp	0.7878787878787878	0.7272727272727273
de	HDT	1729	"AMD AthlonTM Prozessoren in Deutschland an der Spitze "" geht allerdings etwas zu weit ."	corenlp	0.7333333333333333	0.5333333333333333
de	HDT	1730	Denn TechConsult hat die Umfrage auf 50 Einzelhändler beschränkt , unter denen sich nur wenige größere Ketten wie etwa der Mediamarkt befanden .	corenlp	0.5217391304347826	0.5217391304347826
de	HDT	1731	In den anderen Vertriebskanälen ist jedoch traditionell Intel wesentlich stärker , so etwa im Business-Bereich und im Direktverkauf ( Dell verkauft ausnahmslos PCs mit Intel-Prozessoren ) .	corenlp	0.5483870967741935	0.41935483870967744
de	HDT	1732	Auch machen die beiden führenden Athlon-Systeme zusammen nur 29 Prozent Marktanteil aus .	corenlp	0.42857142857142855	0.42857142857142855
de	HDT	1733	Ohne Aufschlüsselung der Verkaufzahlen aller restlichen Systemkonfigurationen ist die Aussage daher nicht hinreichend gestützt .	corenlp	1.0	1.0
